Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 68
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,2775913.0,2838198.0,2901294.0,2964747.0,3029485.0,3095568.0,3160909.0,3225825.0,3290683.0,3355573.0,3379892.0,3391257.0,3442548.0,3501198.0,3547006.0,3504525.0,3348247.0,3228543.0,3198363.0,3255563.0,3334177.0,3417502.0,3545857.0,3677619.0,3804093.0,3925641.0,4065209.0,4214473.0,4356677.0,4501727.0,4660876.0,4823655.0,5024695.0,5249118.0,5427475.0,5566038.0,5695203.0,5817046.0,5938327.0,6055381.0,6162331.0,6269097.0,6378217.0,6488659.0,6600114.0,6711926.0,6824167.0,6939365.0,7050210.0,7154373.0,7258651.0,7364277.0,7471081.0,7578172.0,7684470.0,7788391.0,7892686.0,7996341.0,8094239.0,8186482.0,8281334.0,8376956.0,8468316.0,,
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,23897.0,24463.0,25055.0,25665.0,26296.0,26950.0,27432.0,27715.0,27974.0,28398.0,28991.0,29578.0,30155.0,30695.0,30869.0,30683.0,30453.0,30198.0,29942.0,30081.0,30610.0,31157.0,31727.0,32317.0,32939.0,33628.0,34421.0,35292.0,36190.0,37105.0,38013.0,38797.0,39440.0,40036.0,40626.0,41236.0,41941.0,42736.0,43538.0,44337.0,45145.0,46058.0,47053.0,48026.0,49015.0,50037.0,51046.0,52031.0,53046.0,54099.0,55156.0,56161.0,57103.0,58026.0,58943.0,59874.0,60836.0,61819.0,62820.0,63851.0,64968.0,66150.0,67289.0,,
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,30218.0,29931.0,29438.0,28866.0,28235.0,27553.0,26837.0,26090.0,25305.0,24449.0,23816.0,23561.0,23421.0,23279.0,23133.0,22999.0,22878.0,22762.0,22645.0,22504.0,22366.0,22250.0,22122.0,21976.0,21819.0,21657.0,21492.0,21321.0,21137.0,20935.0,20718.0,20633.0,20779.0,21026.0,21279.0,21532.0,21785.0,22045.0,22314.0,22592.0,22887.0,23130.0,23274.0,23381.0,23485.0,23587.0,23695.0,23800.0,23904.0,24005.0,24093.0,24200.0,24290.0,24339.0,24387.0,24430.0,24472.0,24515.0,24545.0,24562.0,24570.0,24591.0,24646.0,,
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,12489338.0,12855534.0,13210403.0,13563924.0,13904602.0,14247148.0,14605847.0,14956378.0,15313681.0,15670972.0,16023621.0,16345322.0,16652912.0,16947289.0,17235516.0,17526507.0,17817685.0,18112175.0,18404430.0,18701467.0,19011317.0,19322543.0,19631317.0,19929832.0,20182770.0,20385468.0,20582576.0,20772477.0,20962445.0,21154831.0,21346470.0,21548966.0,21773212.0,21992707.0,22210858.0,22432247.0,22645433.0,22859276.0,23026003.0,23190296.0,23385302.0,23577705.0,23737995.0,23885395.0,24005609.0,24081655.0,24228799.0,24368149.0,24570971.0,24715248.0,24852253.0,25034107.0,25137200.0,25224087.0,25356139.0,25466609.0,25566204.0,25654936.0,25783018.0,25889856.0,25938911.0,25902500.0,25854364.0,,
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,124809.0,138337.0,153881.0,171363.0,190169.0,210282.0,234105.0,262026.0,291992.0,322993.0,352915.0,380375.0,406806.0,434043.0,462771.0,494127.0,524742.0,553672.0,583874.0,614819.0,645876.0,678043.0,712126.0,747605.0,781817.0,815135.0,852133.0,892203.0,932442.0,972812.0,740711.0,595760.0,722273.0,729745.0,708126.0,702486.0,717616.0,738890.0,760120.0,781229.0,802091.0,822562.0,842457.0,861555.0,879585.0,915450.0,978402.0,1050213.0,1122360.0,1194588.0,1267716.0,1355253.0,1456439.0,1557776.0,1586002.0,1569671.0,1585277.0,1616950.0,1661345.0,1702878.0,1689384.0,1659419.0,1672926.0,,
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,97129599.0,99922970.0,102794532.0,105736594.0,108743209.0,111804226.0,114895178.0,118009336.0,121149282.0,124316890.0,127514159.0,130770578.0,134097081.0,137477551.0,140908349.0,144375171.0,147879985.0,151463105.0,155131714.0,158846890.0,162558934.0,166208284.0,169860258.0,173574118.0,177299791.0,181009878.0,184700625.0,188386227.0,192091017.0,195804061.0,199584540.0,203394636.0,207161811.0,210912054.0,214648218.0,218360724.0,222029807.0,225668129.0,229275300.0,232838230.0,236352929.0,239794409.0,243152675.0,246409254.0,249608467.0,252771697.0,255862735.0,258891514.0,261872503.0,264839573.0,267694240.0,270807719.0,273917185.0,276962619.0,279960468.0,282933364.0,285928560.0,289021267.0,292237425.0,295382427.0,298189549.0,300640527.0,302854949.0,,
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,1074999.0,1099630.0,1124969.0,1151002.0,1177722.0,1205244.0,1233457.0,1262425.0,1292391.0,1323257.0,1355114.0,1388065.0,1421979.0,1456655.0,1490881.0,1522925.0,1551730.0,1577770.0,1603070.0,1630063.0,1660882.0,1696411.0,1736451.0,1780139.0,1826793.0,1876227.0,1928218.0,1982475.0,2038768.0,2096811.0,2156074.0,2216230.0,2276927.0,2337824.0,2397961.0,2456528.0,2513639.0,2566184.0,2613956.0,2660061.0,2704952.0,2749003.0,2792055.0,2833564.0,2873441.0,2915416.0,2960629.0,3006220.0,3051630.0,3096726.0,3141557.0,3186018.0,3230068.0,3273809.0,3317084.0,3364007.0,3415910.0,3469110.0,3522442.0,3575847.0,3629574.0,3682483.0,3734796.0,,
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,892742.0,919684.0,948304.0,977384.0,1006177.0,1034042.0,1062565.0,1090785.0,1119759.0,1149936.0,1178338.0,1207908.0,1239174.0,1270440.0,1301301.0,1332266.0,1527326.0,1725303.0,1589858.0,1450830.0,1482768.0,1515716.0,1540906.0,1564060.0,1595622.0,1630569.0,1674660.0,1718467.0,1752756.0,1789092.0,1826355.0,1863876.0,1902112.0,1937773.0,1971480.0,2006214.0,2042515.0,2078357.0,2113287.0,2148244.0,2182925.0,2216621.0,2244887.0,2273541.0,2308160.0,2341982.0,2380573.0,2425840.0,2464793.0,2496213.0,2517928.0,2541771.0,2607796.0,2858601.0,3157007.0,3225226.0,3167365.0,3105403.0,3039172.0,2967783.0,2914639.0,2879140.0,2827383.0,,
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,555216.0,569876.0,585105.0,600641.0,616449.0,632797.0,649643.0,667000.0,684949.0,703573.0,722802.0,742304.0,762447.0,783663.0,805798.0,829260.0,853862.0,879894.0,907585.0,936178.0,965697.0,995548.0,1025372.0,1057490.0,1091170.0,1124440.0,1158015.0,1191755.0,1225868.0,1260478.0,1114203.0,981835.0,1039802.0,1081167.0,1078253.0,1087803.0,1119580.0,1210882.0,1340697.0,1416994.0,1470314.0,1513734.0,1553226.0,1565364.0,1583860.0,1655945.0,1750726.0,1839348.0,1914531.0,1974485.0,2031229.0,2111010.0,2185460.0,2232393.0,2277509.0,2323065.0,2369046.0,2413339.0,2458807.0,2505847.0,2556131.0,2608243.0,2661979.0,,
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,691972.0,716523.0,743303.0,771781.0,799870.0,822775.0,839960.0,856217.0,873699.0,892672.0,913320.0,935568.0,961125.0,997740.0,1043360.0,1091880.0,1144154.0,1199171.0,1256962.0,1317570.0,1380182.0,1444066.0,1509655.0,1577254.0,1640562.0,1698189.0,1754653.0,1809822.0,1864185.0,1918026.0,1971151.0,2023299.0,2074298.0,2123830.0,2171635.0,2217590.0,2261674.0,2303939.0,2344779.0,2384874.0,2441925.0,2518416.0,2599295.0,2684383.0,2773433.0,2865160.0,2940457.0,3000597.0,3063814.0,3127657.0,3191977.0,3039860.0,2881548.0,2939742.0,2997221.0,3046854.0,3094517.0,3143706.0,3193468.0,3240076.0,3283983.0,3325769.0,3365279.0,,
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,47652.0,48259.0,48831.0,49403.0,49974.0,50550.0,51141.0,51746.0,52356.0,52993.0,53714.0,54487.0,55255.0,56014.0,56752.0,57553.0,58447.0,59365.0,60306.0,61267.0,62278.0,63354.0,64451.0,65529.0,66584.0,67621.0,68621.0,69576.0,70485.0,71350.0,72238.0,73189.0,74248.0,75328.0,76297.0,77174.0,77967.0,78689.0,79365.0,80048.0,80669.0,81198.0,81739.0,82285.0,82807.0,83308.0,83785.0,84234.0,84671.0,85135.0,85705.0,86305.0,86816.0,87284.0,87752.0,88222.0,88683.0,89132.0,89573.0,90001.0,90411.0,90712.0,90909.0,,
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,109295780.0,112405047.0,115599897.0,118871128.0,122204799.0,125590775.0,129002195.0,132431969.0,135888172.0,139373483.0,142892932.0,146481416.0,150147302.0,153876387.0,157660735.0,161482907.0,165342946.0,169280109.0,173308631.0,177383971.0,181458264.0,185470449.0,189489221.0,193572645.0,197671577.0,201761385.0,205840870.0,209922697.0,214028380.0,218146674.0,222335534.0,226553661.0,230730299.0,234890991.0,239037168.0,243156009.0,247230664.0,251268425.0,255263929.0,259206852.0,263094024.0,266902732.0,270626403.0,274245966.0,277801986.0,281316873.0,284750796.0,288116385.0,291431783.0,294730818.0,297913226.0,301336964.0,304753836.0,308107914.0,311405153.0,314670796.0,317911145.0,321079477.0,324094906.0,327045069.0,329839148.0,332282078.0,334627975.0,,
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,121604731.0,124552914.0,127632929.0,130803752.0,134097072.0,137514399.0,141012219.0,144643110.0,148424244.0,152288189.0,156111006.0,159753440.0,163561649.0,167738142.0,172047878.0,176362261.0,180641967.0,185021785.0,189822414.0,194884017.0,199496058.0,203958183.0,209117838.0,214791041.0,220647016.0,226569372.0,232449031.0,238409297.0,244399531.0,250555320.0,256764545.0,262998815.0,270008923.0,277644368.0,285112871.0,292514990.0,299998071.0,307493506.0,315168339.0,323143161.0,331086529.0,339190521.0,348090274.0,357288894.0,366313945.0,375512767.0,384888172.0,394153458.0,403548786.0,413324413.0,423408599.0,433856146.0,444607079.0,455619351.0,466875594.0,478230665.0,489939753.0,501973657.0,514136761.0,526583374.0,539408102.0,552334137.0,565220666.0,,
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,68823072.0,70418113.0,72074241.0,73797699.0,75609651.0,77503966.0,79455802.0,81505770.0,83656052.0,85855428.0,88116309.0,90426391.0,92744076.0,95130212.0,97625671.0,100178481.0,102784046.0,105374275.0,108211126.0,111188026.0,113613272.0,115766408.0,118467448.0,121577540.0,124824713.0,128146492.0,131443222.0,134851518.0,138303435.0,141916259.0,145501374.0,149150838.0,153573823.0,158415284.0,163029026.0,167715752.0,172647229.0,177512561.0,182378003.0,187469720.0,192480867.0,197624670.0,203518514.0,209698495.0,215723630.0,221946264.0,228617418.0,235426121.0,242203203.0,249150415.0,256255267.0,263514703.0,270719254.0,277602502.0,284508254.0,291715418.0,299441024.0,307547231.0,315996146.0,324935881.0,334076789.0,343180550.0,352439865.0,,
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,8447.0,8623.0,8805.0,8993.0,9194.0,9400.0,9616.0,9860.0,10130.0,10396.0,10638.0,10839.0,11017.0,11210.0,11408.0,11615.0,11814.0,12001.0,12207.0,12421.0,12615.0,12783.0,12951.0,13136.0,13313.0,13494.0,13688.0,13881.0,14072.0,14268.0,14470.0,14675.0,14890.0,15113.0,15338.0,15572.0,15815.0,16060.0,16300.0,16541.0,16768.0,16951.0,17110.0,17257.0,17399.0,17552.0,17693.0,17814.0,17927.0,18047.0,18162.0,18288.0,18439.0,18585.0,18719.0,18834.0,18947.0,19073.0,19220.0,19381.0,19534.0,19686.0,19825.0,,
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,4624178.0,4749088.0,4876389.0,5006771.0,5140315.0,5276337.0,5414225.0,5555752.0,5699744.0,5842161.0,5982653.0,6120294.0,6254697.0,6387061.0,6516247.0,6643622.0,6772347.0,6901838.0,7034432.0,7172162.0,7309389.0,7442718.0,7568465.0,7684473.0,7798252.0,7915402.0,8035999.0,8159378.0,8282826.0,8403643.0,8523172.0,8641456.0,8757191.0,8868306.0,8971824.0,9066651.0,9152012.0,9228458.0,9297772.0,9365155.0,9430039.0,9519579.0,9637824.0,9756948.0,9872701.0,9985722.0,10106367.0,10234445.0,10363512.0,10489088.0,10608780.0,10728540.0,10824621.0,10893806.0,10958989.0,11017785.0,11071811.0,11121609.0,11212976.0,11288193.0,11354528.0,11481595.0,11498234.0,,
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,445200469.0,455823849.0,466690359.0,477859452.0,489286841.0,500818057.0,512426028.0,524281863.0,536504349.0,549058588.0,561754378.0,574431761.0,587518464.0,601259237.0,615345917.0,629828316.0,644826027.0,660308559.0,676039880.0,692411346.0,709922631.0,728412453.0,747184390.0,765967404.0,785013315.0,804486342.0,824366690.0,844444502.0,864703749.0,885158854.0,906044373.0,926962643.0,947243818.0,967167951.0,987146375.0,1007305199.0,1027395607.0,1047593100.0,1068037382.0,1088562621.0,1109485988.0,1130717327.0,1151514407.0,1172120889.0,1193067369.0,1213862867.0,1234514505.0,1255254585.0,1275955352.0,1296941699.0,1318632429.0,1340579085.0,1362318411.0,1384360948.0,1406603746.0,1428720142.0,1450747932.0,1472615698.0,1494196452.0,1515408651.0,1536499416.0,1556792861.0,1573309215.0,,
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,1113842457.0,1129264805.0,1151122624.0,1178927040.0,1206959925.0,1235577261.0,1265646520.0,1295693897.0,1326717154.0,1358951667.0,1391881765.0,1425087057.0,1457737867.0,1490729828.0,1523544753.0,1555712775.0,1587815563.0,1619817825.0,1652394631.0,1685902491.0,1719752689.0,1754513289.0,1791249677.0,1828583712.0,1865968396.0,1904171015.0,1943311035.0,1983299568.0,2023593796.0,2063612208.0,2104412490.0,2143878078.0,2182578609.0,2221051598.0,2259301616.0,2297364175.0,2335458929.0,2373312996.0,2410821063.0,2447861607.0,2484655435.0,2521505698.0,2558306691.0,2594893917.0,2631482689.0,2668128092.0,2704612276.0,2740780889.0,2777573966.0,2815076381.0,2853199983.0,2892331811.0,2932326531.0,2972534640.0,3012600624.0,3052418474.0,3092384143.0,3132721034.0,3172418217.0,3211379220.0,3248939491.0,3284225391.0,3314730415.0,,
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,412775.0,424522.0,436680.0,449214.0,462111.0,475570.0,490024.0,504021.0,517141.0,530644.0,544528.0,558907.0,573847.0,589364.0,605578.0,622634.0,640448.0,658293.0,676170.0,694646.0,713673.0,733255.0,753368.0,773963.0,795023.0,816686.0,839510.0,860673.0,879033.0,896657.0,913543.0,929716.0,945146.0,959632.0,973243.0,986013.0,997590.0,1007116.0,1014129.0,1018795.0,1021176.0,1021628.0,1020608.0,1018296.0,1014422.0,1010444.0,1010320.0,1013106.0,1018115.0,1024847.0,1030995.0,1037702.0,1045364.0,1054158.0,1064118.0,1075264.0,1087578.0,1100655.0,1114109.0,1127746.0,1141915.0,1155756.0,1168329.0,,
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,548319332.0,549640057.0,556910202.0,569738427.0,582365255.0,595354681.0,609656891.0,623552026.0,637805378.0,652754451.0,668136539.0,683788038.0,698535222.0,712827717.0,726434608.0,738982560.0,751000238.0,762312747.0,773325824.0,784401680.0,795434746.0,806761307.0,819101407.0,831404032.0,843277718.0,855464900.0,868335437.0,881875180.0,895458598.0,908399161.0,920573120.0,932244477.0,943209390.0,953608294.0,963795175.0,973586951.0,983163721.0,992561995.0,1001585298.0,1009917380.0,1017349509.0,1024488372.0,1031322703.0,1037998529.0,1044598168.0,1051228951.0,1057771630.0,1064157202.0,1070651030.0,1077153926.0,1083371918.0,1090089473.0,1097829568.0,1105711769.0,1113370721.0,1120424834.0,1127359879.0,1134642254.0,1141049073.0,1146645429.0,1151096795.0,1154421749.0,1156382805.0,,
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1491292.0,1513042.0,1531852.0,1548458.0,1565564.0,1582652.0,1599965.0,1617315.0,1633661.0,1646813.0,1662387.0,1682148.0,1699767.0,1715634.0,1730945.0,1745594.0,1760110.0,1774382.0,1787748.0,1798086.0,1806888.0,1817961.0,1831403.0,1846650.0,1862256.0,1878490.0,1896342.0,1915515.0,1935583.0,1951020.0,1958602.0,1962828.0,1962236.0,1955113.0,1944299.0,1932061.0,1919786.0,1907738.0,1895768.0,1884336.0,1873378.0,1860532.0,1848248.0,1835671.0,1817338.0,1790135.0,1763904.0,1745156.0,1728715.0,1709854.0,1673851.0,1635330.0,1611883.0,1593602.0,1577567.0,1560016.0,1537363.0,1512826.0,1495079.0,1487938.0,1485577.0,1486443.0,1501661.0,,
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,158884.0,160461.0,162561.0,164361.0,166289.0,168318.0,169693.0,170382.0,170914.0,171849.0,172862.0,174398.0,176092.0,177964.0,180488.0,182609.0,183679.0,184202.0,184728.0,185385.0,186293.0,187068.0,187497.0,187772.0,187982.0,188306.0,189093.0,190162.0,191292.0,192796.0,194761.0,196963.0,199362.0,201950.0,204729.0,207691.0,210514.0,213044.0,215434.0,218070.0,221082.0,223861.0,226149.0,228646.0,231519.0,234862.0,238501.0,242111.0,246266.0,250499.0,254780.0,260020.0,265765.0,271532.0,277710.0,283954.0,289781.0,296716.0,302297.0,308156.0,313207.0,317924.0,324394.0,,
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1185760.0,1199765.0,1211758.0,1223803.0,1236187.0,1246313.0,1252119.0,1258369.0,1267374.0,1275422.0,1282009.0,1289804.0,1299286.0,1309584.0,1320872.0,1331152.0,1339396.0,1347137.0,1354082.0,1358384.0,1361280.0,1365164.0,1371026.0,1378383.0,1386191.0,1394094.0,1403953.0,1416835.0,1429982.0,1436516.0,1434317.0,1427819.0,1409095.0,1383154.0,1362511.0,1345552.0,1332202.0,1320117.0,1308565.0,1298747.0,1286989.0,1271110.0,1257073.0,1245312.0,1231924.0,1219037.0,1208273.0,1198558.0,1185974.0,1166323.0,1141877.0,1120785.0,1106189.0,1093236.0,1081749.0,1071516.0,1060135.0,1049155.0,1039395.0,1030582.0,1021768.0,1011596.0,1007636.0,,
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,88859.0,89660.0,92934.0,96314.0,99792.0,103340.0,106913.0,110453.0,113900.0,117168.0,120094.0,121180.0,120743.0,120466.0,120320.0,120272.0,120271.0,120269.0,120218.0,120135.0,120149.0,122219.0,126907.0,132438.0,138348.0,144641.0,151269.0,158153.0,165211.0,172357.0,179517.0,186255.0,191710.0,196222.0,200601.0,204871.0,209041.0,213089.0,216988.0,220759.0,224355.0,228346.0,233941.0,240653.0,247425.0,254246.0,261164.0,268205.0,275313.0,282541.0,289940.0,297195.0,303856.0,310177.0,316594.0,323145.0,329873.0,336822.0,343986.0,351296.0,358628.0,364321.0,368988.0,,
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,2109.0,2168.0,2232.0,2297.0,2366.0,2449.0,2553.0,2674.0,2773.0,2849.0,2926.0,3002.0,3083.0,3167.0,3252.0,3354.0,3472.0,3583.0,3688.0,3792.0,3889.0,3977.0,4452.0,5426.0,6533.0,7693.0,8905.0,10165.0,11461.0,12785.0,13697.0,14064.0,14289.0,14473.0,14618.0,14724.0,14789.0,14813.0,14789.0,14849.0,15161.0,15610.0,16057.0,16503.0,16948.0,17390.0,17825.0,18241.0,18631.0,18985.0,19183.0,19124.0,18942.0,18724.0,18501.0,18361.0,18248.0,18084.0,17752.0,17372.0,17076.0,16759.0,16680.0,,
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,5894745.0,6048401.0,6208208.0,6367675.0,6525230.0,6692302.0,6868445.0,7051624.0,7239222.0,7430072.0,7626034.0,7824917.0,8028282.0,8237565.0,8449697.0,8666727.0,8888284.0,9117082.0,9354790.0,9599344.0,9854260.0,10118930.0,10389668.0,10659487.0,10921726.0,11178638.0,11422605.0,11650961.0,11872303.0,12087228.0,12299808.0,12510233.0,12718823.0,12924447.0,13124740.0,13323326.0,13519731.0,13714278.0,13906379.0,14092998.0,14275254.0,14456567.0,14636269.0,14810456.0,14994480.0,15191659.0,15385576.0,15577682.0,15770522.0,15965384.0,16167193.0,16378020.0,16594445.0,16812735.0,17027786.0,17235856.0,17442227.0,17646668.0,17840191.0,18022621.0,18213816.0,18410922.0,18605603.0,,
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,12018.0,12066.0,12162.0,12329.0,12494.0,12620.0,12700.0,12732.0,12822.0,13015.0,13213.0,13382.0,13517.0,13618.0,13694.0,13810.0,13976.0,14127.0,14261.0,14380.0,14485.0,14572.0,14694.0,14873.0,15059.0,15236.0,15396.0,15538.0,15666.0,15786.0,15894.0,15987.0,16073.0,16160.0,16252.0,16341.0,16436.0,16532.0,16615.0,16666.0,16674.0,16652.0,16617.0,16576.0,16532.0,16479.0,16407.0,16305.0,16320.0,16589.0,16971.0,17341.0,17703.0,18055.0,18393.0,18718.0,18884.0,18886.0,18887.0,18890.0,18827.0,18704.0,18596.0,,
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1120788.0,1149761.0,1176467.0,1200462.0,1222624.0,1242163.0,1260750.0,1277957.0,1293851.0,1308862.0,1322937.0,1336479.0,1349890.0,1363112.0,1376564.0,1390036.0,1403546.0,1416167.0,1428394.0,1440244.0,1451730.0,1463766.0,1476653.0,1489998.0,1503763.0,1517345.0,1531215.0,1545769.0,1558671.0,1568683.0,1574683.0,1576931.0,1576831.0,1575148.0,1569666.0,1560582.0,1556042.0,1548748.0,1546812.0,1543411.0,1539705.0,1536007.0,1532293.0,1527848.0,1524275.0,1520473.0,1515526.0,1511249.0,1507520.0,1504835.0,1502700.0,1501362.0,1500883.0,1500292.0,1499077.0,1487320.0,1469996.0,1444805.0,1419884.0,1397819.0,1383296.0,1363630.0,1330111.0,,
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,2486782.0,2553648.0,2622418.0,2693253.0,2766294.0,2841601.0,2919675.0,3001173.0,3086629.0,3176494.0,3270999.0,3371075.0,3476039.0,3584299.0,3695584.0,3809764.0,3926778.0,4046766.0,4169848.0,4295829.0,4424114.0,4554099.0,4686381.0,4821383.0,4959283.0,5101070.0,5246816.0,5398398.0,5557278.0,5722986.0,5896690.0,6078585.0,6268243.0,6467292.0,6676136.0,6893814.0,7119438.0,7351215.0,7587511.0,7827050.0,8068707.0,8313779.0,8563371.0,8818285.0,9080850.0,9351211.0,9629821.0,9917175.0,10211594.0,10513195.0,10820101.0,11128890.0,11438460.0,11750494.0,12065787.0,12383941.0,12710056.0,13044649.0,13384012.0,13728596.0,14076752.0,14424717.0,14775496.0,,
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,41555.0,42769.0,44023.0,45302.0,46590.0,48254.0,50275.0,52127.0,53779.0,55419.0,57130.0,58913.0,60752.0,62604.0,64520.0,66599.0,68799.0,71001.0,73151.0,75312.0,77584.0,79956.0,82377.0,84787.0,87291.0,90312.0,93824.0,97423.0,100935.0,104378.0,107964.0,111651.0,115224.0,118656.0,121921.0,124951.0,127688.0,130163.0,132419.0,134467.0,136593.0,138959.0,141382.0,143768.0,146120.0,148456.0,150904.0,153543.0,156341.0,159298.0,162405.0,165635.0,168923.0,172215.0,177596.0,185089.0,192534.0,199814.0,206793.0,212884.0,217316.0,220721.0,222471.0,,
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,51888858.0,53213788.0,54603553.0,56046066.0,57544500.0,59086634.0,60702522.0,62435031.0,64190816.0,66007973.0,67887004.0,69802585.0,71762733.0,73830763.0,75970763.0,78262630.0,80866634.0,83500686.0,85852026.0,88339102.0,91146821.0,94269799.0,97504041.0,100689066.0,103986936.0,107316668.0,110709749.0,114131599.0,117492452.0,120868852.0,125165300.0,128672543.0,132126521.0,135111614.0,137987410.0,141006506.0,143992175.0,146999285.0,150048906.0,153157382.0,156343495.0,159582800.0,162621265.0,165639491.0,168931803.0,172441191.0,176145353.0,179989399.0,183946689.0,187994405.0,192023295.0,195845833.0,199685063.0,203833535.0,208078483.0,212191189.0,216061701.0,219860378.0,223852488.0,227893479.0,231463027.0,234778441.0,238387287.0,,
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,18028913.0,18616799.0,19240634.0,19891387.0,20568063.0,21270482.0,21991752.0,22729882.0,23486454.0,24258520.0,25046519.0,25870987.0,26731631.0,27609964.0,28506368.0,29419648.0,30346083.0,31291999.0,32255984.0,33217040.0,34120789.0,34922848.0,35672570.0,36422094.0,37164338.0,37893236.0,38607741.0,39311370.0,40019226.0,40728948.0,41509560.0,42363669.0,43224989.0,44092387.0,44964382.0,45831232.0,46680349.0,47517728.0,48346692.0,49166531.0,49973382.0,50758748.0,51530724.0,52296746.0,53064573.0,53823103.0,54557092.0,55278659.0,55985191.0,56685733.0,57445993.0,58268408.0,59081795.0,59862821.0,60610526.0,61325120.0,62029592.0,62712641.0,63328698.0,63898082.0,64410851.0,64849001.0,65309171.0,,
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,7498.0,7740.0,7999.0,8274.0,8562.0,8864.0,9179.0,9561.0,10078.0,10691.0,11251.0,11655.0,11989.0,12342.0,12737.0,13181.0,13648.0,14127.0,14624.0,15134.0,15675.0,16274.0,16921.0,17596.0,18297.0,19026.0,19775.0,20541.0,21293.0,21925.0,22445.0,22939.0,23409.0,23860.0,24291.0,24706.0,25109.0,25504.0,25892.0,26216.0,26410.0,26508.0,26552.0,26555.0,26534.0,26494.0,26439.0,26360.0,26261.0,26162.0,26061.0,25828.0,25456.0,25045.0,24596.0,24111.0,23591.0,23040.0,22460.0,21855.0,21224.0,20567.0,20346.0,,
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,1045019385.0,1058846692.0,1079048383.0,1105129341.0,1131350274.0,1158073295.0,1186190718.0,1214188127.0,1243061102.0,1273096239.0,1303765456.0,1334660666.0,1364993791.0,1395599616.0,1425919082.0,1455534294.0,1485031517.0,1514443550.0,1544183505.0,1574714465.0,1606139417.0,1638746881.0,1672782229.0,1707006172.0,1741143683.0,1776024523.0,1811867813.0,1848448050.0,1885290361.0,1921695949.0,1958911116.0,1994727240.0,2029004786.0,2062636314.0,2096272590.0,2129648423.0,2162811700.0,2195800435.0,2228443060.0,2260391887.0,2292174568.0,2323881028.0,2354788177.0,2385195422.0,2415759059.0,2446181828.0,2475994858.0,2505354768.0,2535370763.0,2565925966.0,2596944716.0,2628817108.0,2661607277.0,2694932138.0,2728092370.0,2760703056.0,2792943119.0,2825173803.0,2856422071.0,2886443339.0,2914862702.0,2941044841.0,2962290550.0,,
